app1_sha256,app2_sha256,identical,similar,new,deleted
254A6EECF36DDF7E3BEA90466FF1AA1D3FB12B1DDF4D4CFD7A2491C4A733DC32,821AADE620B8BD862C77F842D392C7E6FB586B26CF2DE9CEAF915D88D5436FD8,12423,1,14,0
256B984DE50E7D46D4457EBCBAE98F1B1A500FED3EC75659D3834416F1CF68DE,6FA7EBA67DFD2922C5212040FFB93AF73EE38E2371B2609FB670FD65E3AAFC3C,5651,332,256,7
256EFFB5C58C9DA1120E7F3C8445673E5AD7301E84E60E47970023FEEA092429,461FC9C88E419D98489A1979488F54A004E6D67687790DBD4A36AB063D4D165E,1132,329,530,1163
25E0532B9C5AD69BCEB0CD989F6DAB56988B3292D77E36006955F133704E08C2,185E8843D5192722674E04CBC8264BD9F7D937AED9B7E99EF9D22F1DB4172E5E,12586,24,997,9
262CBB493239D6B6466F739D4E6BD8E6B1001BC526AA2A8153E64B84B90FD44A,D2AC7328AAE112A88014421C036111FC579F389423C25617C3FFC7911F5CA41D,5373,1,420,0
262D23F8C9C12873A7098E91D9D2ED70188875A884D9F0A2E4BB4DF61EE40241,FE6C508A6AA574D2C65A99CBB5249B88FF418E8AAE7C8B0D6C9CC48A6DD820A6,254,0,1,1
26445D73A84C44FD76C61CC0DFE8C9EC20F7A34F20C5D6FFB9FB6CE781D8DE8A,82ECB0417DF1E874BEF43D0EA5A424A70E95C6689DD1C0229F43164B3719BA75,8,16,36,4383
268530D22DA258F4FA9CEDE6CFF7E210FC0082015C4E4E8F37B33F4080327F78,A8E2E5F8D33021D72ED83A831FD3B394502A13315083F6939828FFD913D97371,1715,0,400,0
268ACDFDAB9F6F187640789D5849CE53E810AD9A30EC67E1033403E198C4B7F5,3B84803142BFA6DB2BC325F8BE61B388B58DE48517836417203C526447303B4B,63,2,519,6
26913CDCAC5D6069622DD494D357A136F753BD2ED0A4F1DE67C69619F7B71E99,1DF77F50428FE9C19EC80AD55822F347366EB082E377840B2176CE957906619F,4932,12,3,1
26D97DA55404AE77C352322EFDBAE62F9796F99A335C048D71022B9F0FF755BB,CEBBBDAAC71F31619BFAF9BE9F0F13FFBED47285EC2D0F336354F9CEFDED1983,2215,1,910,0
2723F2D1B32E400DA17CF74A8DC093B5B1428EFAD2C1783D0782AC653A2C67F4,8E6D1BA5CD2780468DA46862B4F0A7B10F64595AF8BB9FE2BF28E8675582AF9B,5405,61,624,30
272D7761D91EAF8E7A869177FE98EA1F1900C956B86008940A22982E3C88CDBC,EDC95D67F4BBBB8C443036E8ABE0B49AFC293694C1B2FE36E90F4140A8E49258,4803,0,14,0
273921608B748C8D4B8066D133D181F7EAE56DAFFCDF380164A01CC69E922B9A,EEB6BEE6AEE6D840D8A2A0DE1449953DBC1822253AA3D5BC05D120D8190E9578,3703,0,916,1
273C9ADFBB93B9CCB2F0FBFD01A20537D0656BEEA97FA508B41FA0B9F1C5B7E2,C40F054B6656D320CBD897EB77C1F29109DDE43C51A18B2A6A2B94BFFF7C28E7,550,0,1532,0
280031129458245FA38EB4B9496CC0F0CA456E43E4BF0920C4E3CCC6D70D0A90,685E4DBBF922EECE50CEAD21A4865F33343978A33B49542E4FADD62C20C33D9E,2200,1,1113,0
280CB4E8404AC50ABD0EFCAB34F89FF16A399075861CE66B58113D8B2A0571B1,2A14BD8BBB4451AC7FD62C9F3E54B84ECBD0C7E0F880AB1A9DB744A1B70CE790,1059,1,495,0
2853B3151F0E4FFBB9651DC755C161114BBBA1B220A436717D19AD48E50F480A,59F2D01911566277DD6C62A3E743C819BB9D0E3DA9430519FC5BF2CE8BDD35B5,851,1,1001,0
287E39CA6EE9DC74A5078DE5FDA9F6C41F1527E9E29F1BA2E49D7B9878DEF1B4,7E85EFBF6F765F2907E8C71E83C3985181D64EDE16261776ED94B9CE7AB0F23E,35,5,503,1
28A435F2F200FE1AFFD6C7DAE8B4BC64FF1C9D8582EEC6760EC137B317A382A7,8C62DC1A0B3EC782E6192B831DE97C98C8970DD7287C8355ACB44665420EF552,394,0,752,0
28B9731574861862C9D7723DAD0B62A3F9EB878EE80D501B67CD3558411E9A1F,F3EFA32D2EF98650F1026BCBC4A9613B5AC4098BA0A15922F9F1B079413524BB,785,1,1133,0
28CBEF374A78F60AF5BD69810A108ADD135E8D8B79EE8D065761C25CE838BF39,16E255552C2CB909DF799EC836B849B604EA5AD35DF1EE2971BBE9BC8A3DE358,543,14,79,1
28E2E72F9EF87423C35BDB348483E4557DC1FCB4E7B6CEECFE0A633AB1F8528C,169FBDB32C4DFF89ABA157894C7F32914BE8978A628590C79A3443D07E4DA433,230,53,2023,50
290ECC9B32FF80D73B705DFAC88240C34004DE438836B3BA899E020FF4E4AE6F,8FB8E23C374CA4CF066874025D622BA2C7A56654BCC7506DF0C1821579A250DD,537,3,11,0
292576A2BD317A5BA0B79148729D95561FB0C850DD3228311AE120B48F27FAD9,756F7CF19014175FB2468C215A140AC0AF0A47FF0362078F715F055BEFBDB6CC,1818,1322,983,2547
2935A70F90F6068F48613C6FE633B93841F45B9ADD8F40D6534806ED741F1C59,E05C65D9F9578742B1D7EA83B5064ED91119402C69B0F5C3D3909386E035EB6C,1880,0,778,0
298EE72A5A062267961491BA75371DD83B11AC27EE181373E5315CB2C8396ACD,26605F47C7F675D239B92B090D6E57136C6B3BF8F69793B351C0A2406AAA66FA,8693,0,595,0
29A741EFEB4DC537FF3C0BAF37882CFB489916926AAF59F4B710F003E124054E,D62F3665546A6179186FBEE9AA4CBBC0237E2BAEB3A02AF5F9C07AC285069484,4447,1,128,0
2A95AD111DC4D53C487FEAD9768DB0A9E0562AEC239AD0BF7B8EF05683D0C8DD,33D16E26B977E75F43B70DE9C97E638DE081CED1061B187B4450A30E1C213EF6,1059,1,449,0
2A9920C1257AA2E15D4E0CE227A150EEA3E07788798DCD3FD5DA59A1B44418F4,A7BA605083A741F2674B482A5136D41FA3F56B7F048C7F25A0F4A3513E38508B,282,0,463,0
2B03DC10E628B491F95EB07AD5C3B4000E92D97785C6E37959C439910D9442DF,60E9553E543836E9720C6ACC3D7212C06C86FF34722A92A1EB8C840C39A10474,78,33,371,302
2B0FCEC97B63FE1D34F5CA9FC4EB95C2E4FF136F2A58F9BB7BF5E20A561288E8,E32087084C77A3D5AA5D0A1BA1100576EEAF4B49F518293A4EDA330895923446,173,0,17,0
2B216FDA3A5C5D31FFADF1B5FAF6BF9018B549E3EF29CA4BB369B34A49534850,2796D237F3A03CA3963A47F7FD80CDDB700AD21BB0A9CEC697B4FBEA4FFE3781,2000,1,1116,0
2B4F286F97145C291B67D2039282C6C21CCA1F3902FFC16ED1ED7CCD5D33A59D,BB470A6B87D8F7583E05F3FE06713BB98C868356D726CE45777566C052B3C84B,6,37,32,11988
2B84123AC8DBDD0EFAD7AEF0EA5618FE4BB0D8576320205BF75A3EDA380BE84A,F5297E2639B9920551E433916BE6A3B991D056E137FA5F3220B46CA311572671,3316,1,715,0
2C1498CCC340EE395F62EEB91A1887F74D89156BBAE421380D79EB624792D6B1,94E0423551458494A7DD3ACABA25C4C6ADAC7AF93796EC5D462A238A57636869,3054,0,12,0
2CF85A80CFAE6AA402CFD860A00BEE7EF9EA697DDFB0CA88F74F17A2A63B0199,5A56803C6ABC55312B858984E8A2139E4C9F413698D01A692941595F0B7F4829,851,1,117,0
2D2AEB8EF16E7BF2BF0C4D86185A14C8CB3F0D1D8D9ED090CCD63050886D532F,82C487F6DC81E1A7CDFBBFC5CD483B677FE36F7914671736B506C0AD5DAA8595,4208,1,976,0
2D2EC27D5DF4A9C87845A6EE0145052040B75184CC2C21A2CA585B9C98EA8298,4F90B719DF4847C2BD5B8629FD0A60059E794EB6E70AAAEA40254CEF4A1CED2D,672,1,819,0
2D327448C6C1381C3E87DE26F41E70A52E10EEF8C0D4DBD5F0C50DAB88D3D4B6,2D9A2B0C61A8CEAB8A6F72C83E3DB3C644D8AAB4BD112F4AB44E29B149CCE623,181,0,119,0
2D389B2FC04F888715AFFF622159A891238EBF4392433650B54EEE6A268B4A1A,6F960BCA7BF999E3D6C17DB30881FDF81D2DDDA4D0D68D0B65B398AB2CE3FA49,798,0,134,0
2DF4AC1CEF0654AFBE9F796966A075FF8D4D6FB2E87FEF4E15EFBA8B088E50E5,10F67A5E2DF53C114A722031402FE080EF4F0B655373FE8DE8B3A886F10D903E,291,0,422,0
2E15AA44A1615BF3D627570C009567C908947E59546B96F7CF34C286A4E9B2B6,356165A2C11416CC2656E64F86BB2B5AA89B5DBB191571C528736B5C5C9DA705,450,1,779,0
2E3BCD757E319D701DC4C6894E8EDAEB51589771B2A42CC2CDEC96569D7BC0AC,3B0AEE6D006B13341281400DAD75DD996F5B52CD477B8785E83B6DED1C9F6FEA,2184,2,1,1
2E771CCA962AB3CDD5E9874C5331E735ED118DACFF8F0B0CF817D53AAB71AA35,558B87BB75865C59019195E4BB9947C14C1E894876B18E60F438FB3297DC0F4F,12,2,752,1
2E7EB2D649957C756F56278DBE67B1464DB509B73078FF55EE9B2682255E12CC,9F8DE114F19B5A3A02BE7CAC20955FA164E330B3705C3F2B8F60EEBE6F119BED,8953,8,698,0
2EA6A91423F3ACC264BA8B09DC064D5DACD6932E171CFAA501C76A436FFB1554,6AB4830C4197D032373D9AA98B81D1930CBC87A94DA091E1506EF24960F1B85D,572,0,418,0
2EC158E9D3516B015829B70FFE7D440C82C5D0E30DB9E28BB0C19EEC543D5000,1241D954310B4F0709560C691CD8483051E9264A277B13C9FBD587CC603B48E0,1075,0,67,0
2EE67B244B96B93F5BC1462AAC5BF1B5F6D584C0B29DF04424FB2D25AC96A746,AE028D944450732A135D21E0207D5C4A9266A1269C9363C15D610A187CC3766A,547,0,137,0
2F1C9D57432D8A63FCBD33C31908EACC876129ACE10C91EE9509C73B96F03BF5,632E3C9BE2BC616BF2CA2908194CF8F5CF8BBDCF865262F0BBCE59380E5C0466,159,0,263,0
2F3421CBD6DA0D3D007DE9F07719F0FF178FE3B74CEE0B3EB9D3EDF077417FF0,4E60F06656AC1268487FF842E8B84EF679C1B59771A1271DE074B0E3A9E6C78D,10,13,42,3585
2F976DF11ACD01A85E34640F3D7D4F0555DFE73EC512A1074C9FD55DCAA48193,13A9FF5BB9C476713E6954E4FA907224F442495888EDBABFC00FFC0F1D014F10,1670,4,153,0
3023D213C0CC53961C626BA928EC16E1DC871EAFFBD9D783DFA3B10AAD4CFB18,FB048E5C4D31F5CE19AC9B15E620CFDF6DE47AB23A6711F5CB2CC2993A76B5AE,5869,2,29,0
3024C57B029119DC49D20BD354A2352BB7340306708681A36C071F6353D2BF99,E8B3CD83485D0F4AF7C599ECF89B69A8F35D07B6875B6FE472AB2CE3D486A757,181,25,1240,0
304A4B559F9339D03283161ED2E75B10AB5E3AF65C521FC4CD740E29913C34B0,81AF1EBB6B20B7A43B0CD990BE52FDC0352D162842D0E052B669AA3B9CD2A02D,495,8,1,1
306857F5ADF2C52E3AEDB33E9F168742DFE8294C59CC3C12AAD43EF5DEEDDFEF,F118343C1D53A9F75998A11BF36E3E161B51A4E7D54FD20AC65C4F1C8DBF33A8,4009,30,333,6
306ED05385C6E137A91C856A6B3904523546369927C8361959195AC2AC9DCAF8,FFAB80789AA8AAF29B53F76421E8BBEFBEC437F1B46F04AC84210A3472D96E31,2886,502,3063,295
3079749DE1D598C80F06FE05E024AFA48068AB21385CA8EA6C63DA1EC543BA71,39B91AFAA5EBCCB6DDF9B84E0CC0ED803B251946BA8448A296151B057584A683,3080,1,901,0
30D7F8D4F1F63E5F33EBBEDC0A3E68CCAC221D19466F4ACB5BBF5701806AAAFF,01C1011ACDAC7A9CF40231626B5C4F556FC8EC92A173F3B87897CEBE70BEB883,1042,1,1134,0
317FEA921D321BCC62B9B8A3E47C81921C470A92BFDDD1F9E323D4907898C0D7,AD242CF53357C5ABB2204BD599ACA8FB37CE6FAA653946DEA1C8588D875D164F,3711,1,394,0
31EC57FA993875D54847EF91945D860B9058C2F9098F4E6FC825519AA52A3E54,00F4129A8610E1745BBCE32D8364470674D741B5C692A456D03C2367D271AA76,285,16,2,71
32142E7E23ABD473B291DAB9E68BEE4CEF122F48C21A09FF5F432A048FDD3562,F4F9DDDC15A145BF5D8EAC0C50BAD6E9D8AA640DBD7C5FAC20AFDB71DBA72029,2156,81,811,460
321DA90440FC997C171ADD438C43AFF0D10CE50B5D3E6C24B9DB2EE61F50BFEF,86E88FC1205DB6839182C73FCA739EBFC5B8D6F30940E94910AEE4DF613A81FD,829,1,184,0
3235126D4A4947F835E42D4AA291DDE59150095E133437CCA1B6D2D071CD9BFA,EC422D028011B4A0FF45C762E6F5E91F4B807C5BA0FED513C652BD6DD5D6BBC0,509,1,480,0
3252C7C70329DCABE86F834DE18A403DE0AAAFFFFE67F8A3FD0E71BDEB4E4A6F,EDADD39FB436776854F44BE19855F5F840AA89F3BED5ECBE5949F8C39EC83627,12498,1,875,0
326E3C91856FA0B9E5A69983CA72A432274CB9F5089AF44BA65EAB9CABE914FC,DB151F889171CEBADAE426A036F704DDBA575A81DB52AA26F204B83DAD6292DA,4338,47,3,0
326FA62B223ABA9F4A041F6A4866FF85ACF8C1A1AFDC305B1092676845E62476,D48D7FF67AAF7AF9565D0A20C88B76C9D6408D539E3A488B73D7D63571767ABA,4287,0,616,0
3280A17D6F2FBBB782174C3F3375017B04AB8ADAF6738436904ECBFE0D0A8ABA,E4156A4AE10365A6E2473A49E80006E641F614EC088D03CEBB7F9C3FB2A4B743,937,11,668,0
328E25680FB3FB11D0559C3557CAFD224FCCF9C9C1BEB4D381F82CE3E91B9D78,B13B7B8A5C24926065C5A5A54EA095CBE92BDD201DA7E90196ED6DAF16A3716C,2423,0,13,0
329A8B56CAA9A01FDA45EE9EF2941A0AEDC4A65F59CE8C5D9CEA11E332FCBCB9,D6FD7AF1A43324CA6E3425E8F49AD7F67DEDFDB8DB28D6A9A8690ADAA89D9864,178,34,13,13
32B75CF4364190C16C6D6829490684B480536A0F15018F5935439AC8101BD7FB,30C94B581D088613948B56D3114E6CEEAFDB2382C171368F370063F11DB0343E,148,0,132,0
330721D3885EC6F55051D328E28399379BFAA55632C0B78476FE8EAB29CEDB35,9B2D970A9793E49EF92DD5C70641D793490C831420E0BFD68AB19740179CCC58,338,2,800,0
334ED0AAE6E5F615213DA520A76579FB091B1CE00CA36F5D3CA2AE2A5D5D5009,D774433DBA16C33AA2798C7167955F415D6648DCA413A94E50E1B0179E4B0A66,304,140,272,19
338D6FECA944852EF6D857C80F884FFAAB9D1E49D25C8D8EEE46015EF885F126,0AD803DE5CE27CFD93744F85831201A56881A44A6A408EBC369A96C7AB1146F7,4182,1,432,0
33A26844F7CB564CB094E9F6E70717C17443123BEE76D1482001100EA1701B34,AB3064F68CB7947BC686C70362B2DE03FF9E0CC706DB552CE6CC4B06D12EC9CC,10127,104,1154,32
34A68DD3A89F62894D45DBE134E403D97BF76360DEFC507BB1BABEDC9B0D120F,C7BDA923E483C9498EC16BAF0FB34614C8A06F3390D05A438E1EA632F2DD0515,1781,1,2,1
34AC0661CD23DFF65D805614E4B340313C87CFAD0346DC3DBB34969B74B3AB73,A04DFB28CA056096ADD0093082507912DE300D6BDF134A0E500ED9F93DB3C08D,4124,106,1553,31
34B98B50F7DDB0FE3D36C4C4F692C912EFF5F921617D7BF84F474A66C36D4929,920D1074545546176C51476A5BCA231B7EE729BE6F8BC77EB166C2FE4942AC4A,3811,27,23,4
34F1571754899AD69DB812897E0B5C1B4AB91B76913CFC37655B2FBDB7A45BE0,8FBD32466C24E1087CD738317FD9A1EAD5C3759DD1446BA0B9D66D3A5769321C,1905,2,1715,0
351D474CB569E056F6065F31856F5BCB67E3DBF55224B28CAB25E5644D9344E0,9B21EEB5977ACADFCCFC31181B1F728D52CB484D5DBD3F9E32BEB5C3819FFE33,1510,1,459,0
353A67299B1DE7E9AC3831020B6F0065172287F8B7C9DB99860552F93C22A74A,216CFE2B3FA445495D754773A2E4D06F7BE66D09E410B30ECA84FE875A00C170,3453,299,2202,546
358CA4CF59E59CBAC15E54B948F7C337D04960CF8DE81BBF3B385ED6B655C45E,32D9615AA26CCCCFB44B624B36D2107B5A6ECDAFB93D5E84D95E2B3023A14674,8938,1,872,0
35C23CD66B10959BF79501DAA7E7ADD06DC2FDBE8FEBC68FC7D4AAD623CA0B35,77C591664485427287535C8BE4CAA67AACE75342AA48766C720189301603C680,1461,5,811,2
35D3BE1CA418F87EA50FF7A37DB76F81B8E49458776B204F591896750E18C56D,7C150DD99344A24E3B1E6E64B8025B15240E7AAECF894CC59FB897A72B843B19,2837,48,16,7
35F4DA86895EFF2B2403CB26011607D019A6FEEB2F434862A4B036E7362D0688,A8761D144628E3253596D927B14986CCB90DC7601810AEC6D34A02D435BB839D,22,16,120,44
35F7A0EA18D2E35E1D5D6F96AABF6656B7F054D33B74C7F81D99B38ED965A6E7,6385E1E51BECEB4ECAEACC1CD4AC8DA4C5E76264E4224CF79F7751BA9123BC3B,265,0,597,0
3697A42D9DBE34DA288AC485D40EE64D8F3C84A0BE99ECD006C1784B0790803F,DE73A403F7851834F246BFB0348EC048591C01307571EA807552AF716296EA1E,625,1,885,0
36A9B1E46C4D1F6C004419CF0C61D896223DE3CA876C90F64695D4226011F287,EA8B9F4446CDDA035F4E9E38F4366C4F0E992273383CD4CA2B32321CA53BABB6,1041,1,921,0
37775518355C038FD98237781DF4A7BD76835BA5687F35A91F5885965C12C9B6,AFFD18065A41CF000008386FFA07220B16322E9E9C0E82CE64627370398AF8BF,3,5,5290,19
37A5AC48208584018C7E9D0EADA21D7F00F0DB77DC305D03EFE0EBBC5ED229DD,8BD76370956A058DB9E1C8C0CAAA3BE0475B8A6A62D06AB2574F4B6A94FAA5D1,11369,1,948,0
37CEECB5863EBDE1F3ABFEC51BA7828F6C71B3F214A649B0E33E2161068F33DD,03E8BF87FAEFAC7DFBF2503079F0AF170641B0449BE37AAE23A72919EEAF777B,303,8,168,208
380D97F4B6DA616E2255728B36A059B9C3F3F1ADD2CD0152EC7E0AF91A690B52,1CC452F65DE1325001F29579BDA3A198F4D15FDF6D9F0F34CDA118DC744F92B4,6372,0,759,0
3813A4E4907B8CECAF58DF3F6B8743CA2F74CFCD8B1CE83AE0DA9A9E6DDE22CE,F61412A898CB5103D91CFB81A0674B5FFAF8BD852B8362303BA8B45ED877AB1E,1916,1,442,0
38546B8ECA220EFCB91C47823D31A24C92F70C8877B4C3E9BF126FC2EB2718E0,127B6FD0F713F4719040FBED6E8B221DD5497EC3F3380C9391A570360AFD40BC,236,0,89,0
3864F82F0D6B0EE987828E8B21216E17AC441B7507E8CE1DCAD7B002A6619A59,C80B71EFB967A7EEC899F33079CE1D421698EAA102FE3B7AC8BB7940529A936C,701,0,734,0
38BDB4EE009F2A175052329B3BBC9C4910A72B1E9D586746A8D08A98B3FC3809,5F9B7E6F3146C2A1F93676C4511CE70801E94EA879B87BE186735AD00148DBDA,1950,1,3029,0
38C23BD7CC24F903A7BE6F5813FA40E97AFCA8957C4AF7DFE1349FB56F4C6135,A2BEEF8FF51EDABCCDC79FC7B0FE8BDF3353A80DABF56DE2AE6A5FC1012745AF,280,0,1558,0
38DF9373FA2D7F87A46C24452C5E92C8CF668A29EBF322EF3F3D9BCE2DAFE200,A02A5A41A9E7E7E3D86A09E5AFDBFB060F6F695C36AEDA4462E61ABC7A87FBF0,456,1,1065,0
38E67F2C6B4A4A8EE43D2418C229C19DAC225CB204D60CC55A2A6270ABDF3E4C,E06B8D3A6512119A4823FA4B4198162C4FE072A22001BCE428BD2A094F096D6A,274,0,16,0
3955D9AFA07195F3ADFC8138629ED8D5BCFB1D980852F810A78CE4E5780EA09B,856A83FCB9786C1C1343DF5B66711907C1B89F00BA435DD696538C23926C3ECC,3505,78,966,120
398053868378502F587CFB3C512D9169979352A5538D1C678BF521FC943DA0D2,071E25EA5BA1D1D833ED53149574FEC8D78D6E6EDB56B7CC2690FB04A57B5B55,121,26,106,311
3A162AC3EE530E5BCFC7026C9BDDF5E2483CE591CA0F961DAAC117E2EF5F56B3,5C4F257E79BB8B19B15C91D04264824B21FCE3A07829DC075F65780BE7CFF5D5,2529,1033,428,1562
3A1A5BD234EBD457E960ADE9710806F01626FDE61DC53855393CF6F218453BCC,8C3782FBA244469B8C681103865F1772F471AFF887F9CC3F0399363D980BFA8B,4287,1,1167,0
3A29739071B89C4DAA188000AA2F63D8378B33AF6378B74A5CFB73AC542C5508,08598EEF929779F17B912AADB9104ADAC370BEEEC6E5751AB24898983658570E,1572,1,807,0
3A538270615AADE50D6A6D2B1A31F7B973B8796D4BB2975756723AA653B936C5,F68E9D91A1792E7B1D5BD010204B94A1A3CD88D7C4108E583BE06504A9A874BF,135,1,1039,0
3BF7B7206D597B85CF93E9080091B7AB99E37592BC023D7850FF8CBDEB912AC7,EAAA2BF3802C6D45B48BD4715D68A7C901451D6B911FA2ECD3891D00B59F5189,918,239,848,419
3BFD4D9559C796C9434AA5EF465412B8255A4604D881A1773B13DBA1424AE528,150A3A820288ACD81192523B19F4B19B69E67B8D3F4890B9946C09B5D07F5383,928,1,648,0
3C5FE507A6D66499096CF4DBB41C9C5AEAD723872CF50100FC6C50B25B807240,3938A75261B473EA68D9F4C6371507C8B552C2ABDEB2A7B4F17902CA74FAF133,1428,1,765,0
3C7ED90E7DE5FFB0868B80CADEE05E3B30512190BBD3E9FBC5E137BDF4FD3306,F461E2D08CDA3969E354A2F78CFF8AFAB766E2AD995A3700B2531C2CB9B8DB5B,13116,96,1399,18
3D1367E37DEF23235C78445D99011029C370F2899C2C5989D5FB26DF3C7B6052,F2F0C40DB18A6AA902B4F907D79719CCD718A3996A9E4D0C6E3826F9B5C4ABB8,8334,0,427,1
3D200E5E21D0178CDC8685DF1CFF962FFC638291C576967B2CA2D8D1BB4FDBB5,B5B3B98DB494F8E20E2F938F8A7D91631C5F3837D374607B3D84C18C08F6BBA7,7164,0,746,0
3D972C860ECD5000802FDBD0FF60FC2B5BB1552EFBC2DACFD44E6E7BEC6F3C13,F03A5E56DF8E20F1984D9B3B86CF4154AF12056618F7E95A7E5871D9FBE7975C,4490,1,675,0
3D9B091379EF72F6708BA7FCE5DF9446401BCFBFAE5D598CFB0401E2476FF28A,0D6E5D4EE91F2352C8911B90B30044110B8E95F2F5ABBC46C0CE661771F89B53,1489,0,616,0
3DA66D597CEC8D7F283C0D04CF0ED20A54D1A00FF49D5FBE496131DE46DC5C95,FCBD6489C8DD18F63115F72F24666568B1B4C33EFD14EC098207C9E0A7D078AF,223,2,1407,0
3DFBAE4FB93E38D9E8C5D91F973A3F6BF2C733AE7308B0152A7ED221A68EB126,027B4250AE4EB245C366EEA85CE8CE118C1F38557CB8CFD7C1464C9299228515,881,0,632,0
3E278E28AA285A174CD72E82D1B1E342631843B9E559CD0BDC436438CA5548C0,BA8502A84A048FA7256A23DF9EF2E0B3CE79BED0490D9E6CBA64939A568FE5AB,468,183,592,1000
3E60A1CAAE4A762470853B385F5DBCB9D18CA131650133483F357140EDC7B0F1,41D5F24B3F320EBCEB3DDFD22005E9E20DD4FD1F3F0FEA96B850FD7893DE8D12,1947,414,236,145
3F5DA436DEAB223A76290D4F4FEF6273E0BCA12F1F1FC66742B02D99A31D016E,0834E2994E73502BC07AC58C206729E4467C252870A9E3A1089F9BF3A607D980,7421,0,467,0
3F70A9C6EE7F32B87FE7C26A0B9AB3E969A36C8A0ED3B4B54BE54F32C8CC6FE3,DBF52403855BEB084EC6D38BD93318CCA927302BFFCA904B77682FDE267E6210,693,2,967,0
3F89E15CE905CFC38A7B07EB7C9C8B258F411AB16B669CDAED2FE3F434C972C7,4952D15082F5C0C30A60534F8D5FD15B5B6FD23159207CA0900214D83EB57649,8931,0,615,3
3FA7277B19548FA4D001AE14A1EF1E421EDA3164D75EFF5A33B8BC232D0BF280,A2C5FADD97A060516677F99E6BC4C2BE785AF8EC7F0FC729F9A6429E01ACB914,917,1,714,0
3FBE233D9679C4E8303ECA300B051070A682AA26A19F4B141840499BE90A794E,70E450FD124F80972A30943B615D51AFBAF6A54DCB616713F858A4907879129C,1038,1,997,0
3FBE4C7E101F2E104CA9F34B8566330FD8C3B7FE5DB5BA3DED36475970C01BD2,7A9208DBEEBBE28444D86105546E1821CE6EB9E183263659B219F8447EB5227B,4383,24,1034,9
3FBE600FDCAFA0E0EDFD0C57624ED7C0DFF507FAA4278FDCB92C6D6868E0FF8E,4766907C11566603C60F223FCEFCAFDA6CCB7FAF1F390A9D80B4C3AF97685A61,448,1,1779,0
3FC49C3CD049A6C2F0DEE30C41398E7B56FE763EA211C09ACB36674D8C01B4D5,A02FE87870ECE6E4772DB1445670CFC5F06CF7CD5F646C457DAC4ECCB787E6BE,16072,365,44,10
3FDAB9ED5659980E86798D2DA592F8789A10FF8A1846AC032D05032893FC50E7,CFDEB55C4AF18474A9A95D8BC17E968D2CB8F11EAEBF413986CF5BF963D5B4F3,121,1,501,0
401ABDD28E487CD3ADEC7A25126DB59F4C213FAD357E74ACB6FABBC7F65A9861,4787BA340BB3E54DC4C37D0230250543EA3EC1BA4D0B587B4963A31C38507563,282,0,1547,0
4024E2B51AB3356C2E7F357472247CFC40E21A233AAED5879AE02E12CE74CB0C,802405B197A1A4C4635633C5EDE07F2325FE72741E0C4BD2E9604E30E241FBC5,5014,1,1242,0
40A37729BC8E5F5F6B6DB66E90D3B597E09A20B6900A87813BBFD70410FFB84B,35C26DAF5AC939B7FE37AEFEE0535EA06D31A8FFA7DD820A99C431DFD2013363,835,1,447,0
40DD95E2E78436065A933B2AFFE913E844B6363279D4A2D00D8C94C07B660093,EC5BF8306C5737442351698CAACFA0826DBBD345A838290C7374F3325FA146BD,2453,1,1706,0
40F3AB92EC6195FE5286E157F7F4470A895B27B68BB3721D5021DAAD1FAF9719,46A9A337B324FDFD3F2B4681181618E83AB446F62B1956A0E7ACC2BF125CF4C6,140,1,569,0
418C8D150A53D06B3E1EEAC497C1841C61C13AEA96DB2E62F01569B741AF7E0F,53113B4F6204B665548191CF69B4C0926DA3E681CA876383855307571139804D,922,1,2961,0
41A79AF15E5B563ABF5018EFCC152938382653F7A7D56064CC62817B3EBE88FB,D4A258085957C93C32B11F6AF44EEC7FE309F676E7EDE649556D61C56EADD7A4,6585,1,774,0
41C2A6D7566A6B654466CE758EB849AF17ACCE166A2AEC1BE6B3D04A833F4280,D26C89616D5519415C4EB2C78C43563E4A2B134110CB586F9BF636927F1D13D6,4871,0,602,0
41CD138B96A8760A60E36AEAC076113E64F0E4FC4DC5950B3D669712DF259E86,D9FFC46384AD8D8ADDE640DB89A6101CD4C2ACA7AE618AC3898119FB3F8098C2,857,1,932,0
430ABF57088E6E0183B7D3E67AF8B8A0327FCB3E61D682731BD8C51CD70A86ED,2359A4CE2FCAF8A9DD4F1DB5E750ED99C55B64F37DE824498226BE66AE1E76C0,595,1,384,0
43386B6676CD6238D5B74268C0F6958D1443E8E9059FFD57BC12C0D7EB7E711D,AF3C26095D2772D1FDB6D2EFA00AED5C2CE86F0F4E3601109DB86617FAA9D628,763,1,389,0
4386205544C7C60082E738DC43B59E5797CEB876AF6F18D4646F2D96E21B336A,8D31C14C35BDC682BCE3D7C2D1FCC05D6FBD0E9C6C1E1AB3FCD58F1076EBA782,1637,5,4073,0
438B321215B6E67210337F99583DECC6CE9A20F95728C72BD184A1F4A40DFD2A,2F8B791FBAF0A242DF3A4509A0EC009D472DF6837B4E8CC2DA18BACF601EC9AD,995,0,1166,1
43E9A183D4C35A86059C451867B571FB8A878B8A9731109DEDF7BB0474FF8F28,7F8D03B198604E42349E987FBF8786950DC926F980284D7F37B983D0F3C58E9F,590,6,1,1
